"name","party","storkreds","lokalkreds","age","is.male","title","location","elected","votes.pers","votes.all","valgt.nr","stedfor.nr","opstillet.i.kreds.nr","nomineret.i.kreds.nr","ran.last.election","UDDANNELSE__Efter.folkeskolereformen.får.eleverne.for.lange.skoledage","FOREBYGGELSE__Afgiften.på.cigaretter.skal.sættes.op","SUNDHED__Et.besøg.hos.den.praktiserende.læge.skal.koste.eksempelvis.100.kr.","VELFÆRD__Mere.af.ældreplejen.skal.udliciteres.til.private.virksomheder","ARBEJDSMARKED__Man.skal.hurtigere.kunne.genoptjene.retten.til.dagpenge","ARBEJDSMARKED__Virksomheder.skal.kunne.drages.til.ansvar.for..om.deres.udenlandske.underleverandører.i.Danmark.overholder.danske.regler.om.løn..moms.og.skat","ØKONOMI__Vækst.i.den.offentlige.sektor.er.vigtigere.end.skattelettelser","TRAFIK__Investeringer.i.kollektiv.trafik.skal.prioriteres.højere.end.investeringer.til.fordel.for.privatbilisme","RET__Straffen.for.grov.vold.og.voldtægt.skal.skærpes","INTEGRATION__Offentlige.institutioner.i.Danmark.tager.for.mange.hensyn.til.religiøse.minoriteter","EU__EU.bestemmer.for.meget.i.forhold.til.dansk.lov","UDVIKLING__Ulandsbistanden.skal.sænkes","KULTUR__Den.offentlige.kulturstøtte.skal.sænkes"
"Tobias Clausen","oe","Københavns Omegns "," Brøndby",29,TRUE," Studerende "," 2200 København N",FALSE,349,2635,"","6","6.","7 ",TRUE,"Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Hverken enig eller uenig"
"Ulla Sandbæk","aa","Københavns Omegns "," Ukendt",72,FALSE," Pastor Emeritus, Forhenværende medlem af Eurpa Parlamentet "," 2820 Gentofte",TRUE,1233,4278,"1T","","Alle","Alle",TRUE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Qasam N. Ahmad","aa","Københavns Omegns "," Ukendt",35,TRUE," cand.merc. "," 3300 Frederiksværk",FALSE,786,2495,"","2","Alle","",TRUE,"Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Ryan Lund","aa","Københavns Omegns "," Ukendt",41,TRUE," cand.techn.soc. "," 2870 Dyssegård",FALSE,328,1151,"","4","Alle","",TRUE,"Helt uenig","Helt enig","Helt uenig","Delvist uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist enig"
"Bo Steen Mikkelsen","aa","Københavns Omegns "," Ukendt",33,TRUE," Lærer "," 2700 Brønshøj",FALSE,507,1776,"","3","Alle","",TRUE,"Delvist enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Anders Stjernholm","aa","Københavns Omegns "," Ukendt",34,TRUE," Ukendt ","  Frederiksberg",FALSE,1153,3875,"","1","Alle","",TRUE,"Delvist enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig"
"Christian Olesen","1","Københavns Omegns "," Brøndby",29,TRUE," Projektingeniør "," 2605 Brøndby",FALSE,0,80,"","","6.","",TRUE,"Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Delvist enig","Helt uenig","Helt enig","Delvist uenig","Delvist uenig"
"Pernille Schnoor","a","Nordsjællands "," Helsingør",48,FALSE," Gymnasielærer "," 2970 Hørsholm",TRUE,3811,9073,"3K","","Alle","1",TRUE,"Helt uenig","Delvist enig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Delvist uenig","Delvist uenig"
"Christine Antorini","a","Nordsjællands "," Hillerød",50,FALSE," Undervisningsminister "," 2200 København N",TRUE,8193,18523,"2K","","Alle","2 3",FALSE,"Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist uenig","Delvist uenig"
"Nick Hækkerup","a","Nordsjællands "," Egedal",47,TRUE," Minister for sundhed og forebyggelse "," 3400 Hillerød",TRUE,11546,26064,"1K","","Alle","5",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Miki Dam Larsen","a","Nordsjællands "," Rudersdal",28,TRUE," Studerende "," 3540 Lynge",FALSE,1228,2974,"","2","Alle","6",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig"
"Malou Lunderød","a","Nordsjællands "," Frederikssund",29,FALSE," cand.scient.pol. "," 2600 Glostrup",FALSE,3738,8188,"","1","Alle","4",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig"
"Camilla Kampmann","b","Nordsjællands "," Helsingør",47,FALSE," Ukendt "," 3150 Hellebæk",FALSE,352,579,"","4","Alle","1",TRUE,"Helt uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Anne Marie Geisler Andersen","b","Nordsjællands "," Hillerød, Egedal",34,FALSE," Ukendt "," 2300 København S",FALSE,1269,2113,"","1","Alle","3 5",TRUE,"Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig"
"Helle Løvgreen Mølvig","b","Nordsjællands "," Frederikssund",51,FALSE," Lægemiddelkonsulent "," 3600 Frederikssund",FALSE,328,584,"","3","Alle","4",FALSE,"Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Pernille Vermund","c","Nordsjællands "," Helsingør",39,FALSE," Selvstændig arkitekt "," 3070 Snekkersten",FALSE,2028,3367,"","1","Alle","1",TRUE,"Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Thorkild Gruelund","c","Nordsjællands "," Ukendt",67,TRUE," Selvstændig "," 2970 Hørsholm",FALSE,463,834,"","4","Alle","",TRUE,"Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig","Helt enig","Delvist uenig","Delvist uenig","Helt enig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Helt uenig"
"Erik Lund","c","Nordsjællands "," Ukendt",67,TRUE," Pensionist "," 3450 Allerød",FALSE,978,1810,"","3","Alle","",TRUE,"Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist enig"
"Mette Thiesen","c","Nordsjællands "," Fredensborg, Hillerød",33,FALSE," Folkeskolelærer "," Ukendt",FALSE,1657,3041,"","2","Alle","2 3",TRUE,"Helt enig","Delvist uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig"
"Bente Borg Donkin","f","Nordsjællands "," Helsingør",57,FALSE," Handicapkoordinator "," 3000 Helsingør",FALSE,567,1427,"","2","Alle","1",TRUE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Nikolaj Bührmann","f","Nordsjællands "," Storkredskandidat",40,TRUE," Dagtilbudsleder "," 3450 Allerød",FALSE,334,873,"","3","Alle","",TRUE,"Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Helt uenig","Hverken enig eller uenig"
"Lars Iversen","f","Nordsjællands "," Fredensborg",67,TRUE," Professor "," 2970 Hørsholm",FALSE,170,422,"","4","Alle","",TRUE,"Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Teis Volstrup","f","Nordsjællands "," Hillerød, Rudersdal",27,TRUE," Studievejleder "," 2200 København N",FALSE,971,2533,"","1","Alle","3 6",FALSE,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Anders Samuelsen","i","Nordsjællands "," Storkredskandidat",48,TRUE," Cand.scient.pol. "," 8700 Horsens",TRUE,20565,29204,"1K","","Alle","1 3 4 5 6",FALSE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Karsten Andersen","i","Nordsjællands "," Storkredskandidat",60,TRUE," Direktør "," 3250 Gilleleje",FALSE,198,279,"","5","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"May-Britt Buch-Kattrup","i","Nordsjællands "," Storkredskandidat",51,FALSE," Civiløkonom HD(A) "," 2970 Hørsholm",TRUE,639,913,"1T","","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Palle Christiansen","i","Nordsjællands "," Storkredskandidat",42,TRUE," tandlæge "," 3450 Allerød",FALSE,211,297,"","4","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Anne-Marie Tørnes Hansen","i","Nordsjællands "," Storkredskandidat",45,FALSE," HR Manager "," 3390 Hundested",FALSE,165,240,"","6","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Elisabeth Ildal","i","Nordsjællands "," Storkredskandidat",55,FALSE," cand.jur. "," 2950 Vedbæk",FALSE,506,713,"","1","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Jonathan Nielsen","i","Nordsjællands "," Storkredskandidat",36,TRUE," Politisk-økonomisk konsulent "," 3400 Hillerød",FALSE,275,391,"","3","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Niels Westy","i","Nordsjællands "," Storkredskandidat",54,TRUE," Underviser "," 3480 Fredensborg",FALSE,379,545,"","2","Alle","2",FALSE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Stig Grenov","k","Nordsjællands "," Fredensborg",54,TRUE," Lærer "," 2970 Hørsholm",FALSE,1029,1536,"","","Alle","Alle",FALSE,"Helt enig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Delvist enig","Helt uenig","Hverken enig eller uenig"
"Andreas Peters-Lehm","k","Nordsjællands "," Ukendt",40,TRUE," Lærer "," 3320 Skævinge",FALSE,62,93,"","","Alle","",FALSE,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Glen Madsen","o","Nordsjællands "," Helsingør",39,TRUE," Vagt "," 2970 Hørsholm",FALSE,1743,7166,"","1","Alle","1",TRUE,"Delvist enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Helt uenig"
"Pia Adelsteen","o","Nordsjællands "," Egedal",52,FALSE," Selvstændig "," 9550 Mariager",TRUE,3179,14057,"2K","","Alle","5",FALSE,"Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist uenig"
"Marlene Harpsøe","o","Nordsjællands "," Hillerød",32,FALSE," Kontorassistent "," Ukendt",TRUE,3521,15094,"1K","","Alle","3",FALSE,"Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt enig","Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig"
"Gitte Hemmingsen","o","Nordsjællands "," Frederikssund",51,FALSE," Byrådsmedlem "," 3300 Frederiksværk",FALSE,1659,6699,"","2","Alle","4",TRUE,"Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig"
"Lucas Hultgren","o","Nordsjællands "," Fredensborg",21,TRUE," Jurastuderende "," 2300 København S",FALSE,516,2239,"","3","Alle","2",TRUE,"Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig"
"Hans Andersen","v","Nordsjællands "," Frederikssund",40,TRUE," Cand.merc.aud. "," 3600 Frederikssund",TRUE,5447,9386,"3K","","Alle","4",FALSE,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Delvist enig"
"Claus Hjort Frederiksen","v","Nordsjællands "," Rudersdal",68,TRUE," Fhv. minister "," 3050 Humlebæk",TRUE,8222,16067,"2K","","Alle","6",FALSE,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Delvist uenig"
"Tinne Borch Jacobsen","v","Nordsjællands "," Fredensborg",56,FALSE," Kontorchef "," 3480 Fredensborg",FALSE,1675,3317,"","2","Alle","2",TRUE,"Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Delvist uenig"
"Sophie Løhde","v","Nordsjællands "," Egedal",32,FALSE," HA.Kom. ","  København K",TRUE,11832,22560,"1K","","Alle","5",FALSE,"Delvist uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Klaus Markussen","v","Nordsjællands "," Hillerød",40,TRUE," Cand.scient.pol. "," 3400 Hillerød",FALSE,2663,5049,"","1","Alle","3",FALSE,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist uenig"
"Maria Reumert Gjerding","oe","Nordsjællands "," Hillerød",37,FALSE," Miljøpol. medarb. "," Ukendt",TRUE,2287,5167,"1K","","3.","1 ",FALSE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Helle Osther Friedrichsen","oe","Nordsjællands "," Fredensborg",52,FALSE," Kasserer "," Ukendt",FALSE,561,2077,"","1","2.","2 ",TRUE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Hverken enig eller uenig"
"Torben Kjær","oe","Nordsjællands "," Rudersdal",59,TRUE," Fhv. landmåler "," 3400 Hillerød",FALSE,292,2237,"","3","6.","4 ",TRUE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Delvist uenig","Helt uenig"
"Kent Weiss Holst","oe","Nordsjællands "," Frederikssund",30,TRUE," Studerende "," 3300 Frederiksværk",FALSE,265,2987,"","5","4.","6 ",TRUE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Christian Poll","aa","Nordsjællands "," Ukendt",50,TRUE," Kemiingeniør "," 3460 Birkerød",TRUE,1622,7452,"1T","","Alle","Alle",TRUE,"Hverken enig eller uenig","Helt enig","Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Michael Macdonald Arnskov","aa","Nordsjællands "," Ukendt",59,TRUE," M.Sc. & B.Sc. Eng. "," 2840 Holte",FALSE,288,1333,"","2","Alle","",TRUE,"Delvist enig","Helt enig","Helt uenig","Delvist enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Bina Seff","aa","Nordsjællands "," Ukendt",59,FALSE," Lærer "," 3100 Hornbæk",FALSE,667,3078,"","1","Alle","",TRUE,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist enig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Gert Lassen","1","Nordsjællands "," Rudersdal",51,TRUE," Selvstændig "," 2950 Vedbæk",FALSE,0,34,"","","6.","",TRUE,"Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig"
"Lea Wermelin","a","Bornholms "," Rønne",30,FALSE," cand.scient.pol. "," 2200 København N",TRUE,3951,5599,"1K","","Alle","Alle",TRUE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Helt uenig","Hverken enig eller uenig"
"Claus Larsen-Jensen","a","Bornholms "," Aakirkeby",62,TRUE," Direktør "," 3720 Aakirkeby",FALSE,1905,2710,"","1","Alle","",TRUE,"Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Bente Johansen","b","Bornholms "," Rønne, Aakirkeby",62,FALSE," Dyrlæge "," 3700 Rønne",FALSE,178,427,"","1","Alle","",FALSE,"Delvist uenig","Helt enig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Kirstine van Sabben","c","Bornholms "," Ukendt",39,FALSE," Malermester "," 3790 Hasle",FALSE,214,350,"","1","Alle","Alle",FALSE,"Helt enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Delvist enig"
"Leif Olsen","f","Bornholms "," Rønne",51,TRUE," Lektor "," 3770 Allinge",FALSE,143,336,"","1","Alle","1",FALSE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Poul Overlund-Sørensen","f","Bornholms "," Aakirkeby",57,TRUE," Konsulent "," 3700 Rønne",FALSE,76,178,"","3","Alle","2",FALSE,"Helt uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Birgitte Kjøller Pedersen","f","Bornholms "," Storkredskandidat",53,FALSE," Cand.mag. "," 3770 Allinge",FALSE,86,202,"","2","Alle","",TRUE,"Hverken enig eller uenig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Per B. Frostholm","i","Bornholms "," Ukendt",57,TRUE," Vinhandler "," 3700 Rønne",FALSE,182,501,"","2","Alle","Alle",TRUE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Carl Beck","i","Bornholms "," Ukendt",35,TRUE," Direktør "," 3730 Nexø",FALSE,195,536,"","1","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt enig"
"Niels Chresten Andersen","k","Bornholms "," Rønne",55,TRUE," EU-konsulent "," 3700 Rønne",FALSE,217,363,"","","Alle","1",TRUE,"Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig"
"Jørgen Mundt Andersen","o","Bornholms "," Rønne",59,TRUE," Kaptajn "," 4560 Køge",FALSE,246,587,"","2","Alle","1",TRUE,"Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig"
"Jess Christian Persson","o","Bornholms "," Aakirkeby",39,TRUE," Overstyrmand "," 3700 Rønne",FALSE,1911,4581,"","1","Alle","2",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig"
"Else Merete Knoop","v","Bornholms "," Storkredskandidat",61,FALSE," Overlærer "," 3700 Rønne",FALSE,113,146,"","2","Alle","",FALSE,"Delvist enig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig"
"Peter Juel Jensen","v","Bornholms "," Rønne",49,TRUE," Viceskoleinspektør "," 3700 Rønne",TRUE,3676,4735,"1K","","Alle","",FALSE,"Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Morten Riis","oe","Bornholms "," Rønne, Aakirkeby",38,TRUE," Cand. mag. "," 3760 Gudhjem",FALSE,570,1244,"","1","1.","1 ",FALSE,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Bo Haxthausen","oe","Bornholms "," Rønne, Aakirkeby",58,TRUE," Chauffør "," 3782 Klemensker",FALSE,143,931,"","2","2.","2 ",TRUE,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Anne Thomas","aa","Bornholms "," Ukendt",46,FALSE," Selvstændig "," 3720 Aakirkeby",FALSE,591,1299,"","1","Alle","",TRUE,"Helt enig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Kasper Roug","a","Sjællands "," Lolland",36,TRUE," Lektor "," 4930 Maribo",FALSE,4257,7279,"","1","Alle","1",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Tom Block","a","Sjællands "," Slagelse",38,TRUE," Overkonstabel "," 4200 Slagelse",FALSE,2822,5408,"","3","Alle","12",TRUE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig"
